Gene_acc,PG.ProteinAccessions,S1,S2,S3,I1,I2,I3,Desc
1804,Tb927.11.13290:mRNA-p1,568383.125,596994,545240,915626.5,865958.5,826009.0625,mitochondrial import inner membrane translocase subunit tim17
1805,Tb927.11.1330:mRNA-p1,6533654,5602332,4800325,76615.9609375,125715.046875,121308.71875,"Stress responsive A/B Barrel Domain, putative"
1806,Tb927.11.13300:mRNA-p1,1692896.5,1554026.75,1656668.5,562811.1875,497767.53125,513737.34375,Intraflagellar transport protein 25
1807,Tb927.11.13310:mRNA-p1,2552.6845703125,7040.31884765625,355434.84375,175480.078125,178909.375,167624.71875,"hypothetical protein, conserved"
1808,Tb927.11.13320:mRNA-p1,82819.8359375,62303.9453125,56981.734375,Filtered,Filtered,Filtered,"hypothetical protein, conserved"
1809,Tb927.11.13340:mRNA-p1,395798.59375,366131.03125,381186.5,7194.00244140625,8172.93212890625,15826.2705078125,"hypothetical protein, conserved"
1810,Tb927.11.13360:mRNA-p1,1088660.375,1028349.8125,989659.5625,882538.9375,850307.25,809348.125,"AAA ATPase, putative"
1811,Tb927.11.13370:mRNA-p1,108564.3046875,100209.453125,84774.4609375,Filtered,Filtered,Filtered,"hypothetical protein, conserved"
1812,Tb927.11.13380:mRNA-p1,766450.8125,649820.875,654623.375,1804543.875,2451140.5,2068171.75,VSG Exclusion Protein 2
1813,Tb927.11.13400:mRNA-p1,22935.306640625,10085.837890625,66548.5078125,661144.9375,668164.125,682932.5,"Bromodomain, putative"
1814,Tb927.11.13410:mRNA-p1,Filtered,20728.677734375,14424.9814453125,190489.359375,174164.984375,191602.359375,"hypothetical protein, conserved"
1815,Tb927.11.13450:mRNA-p1,104424.421875,119982.9296875,111859.6015625,419375.5,400565.28125,457179.9375,"hypothetical protein, conserved"
1816,Tb927.11.13460:mRNA-p1,54153.88671875,12036.7841796875,40248.265625,298591.5625,348081.09375,352302.0625,"hypothetical protein, conserved"
1817,Tb927.11.13470:mRNA-p1,1701064.25,1625689.25,1639469.5,69477.9765625,32682.89453125,3923.06005859375,"PPPDE putative peptidase domain containing protein, putative"
1818,Tb927.11.13490:mRNA-p1,38692.03125,20741.486328125,26470.939453125,174840.203125,159155.640625,172934.328125,"hypothetical protein, conserved"
1819,Tb927.11.1350:mRNA-p1,457590.03125,414890.75,379310.375,287455.9375,280361.4375,240172.421875,"calcium uniporter protein, mitochondrial"
1820,Tb927.11.13500:mRNA-p1,3087621.5,3036975.25,2625588.25,31589836,38101936,43036968,par1
1821,Tb927.11.13520:mRNA-p1,1512724,1530654.25,1475642.25,410466.15625,369560.5625,477828.71875,"hypothetical protein, conserved"
1822,Tb927.11.13540:mRNA-p1,168012.53125,150219.03125,153774.015625,14883.4541015625,13010.4482421875,10382.1025390625,"hypothetical protein, conserved"
1823,Tb927.11.13550:mRNA-p1,124645.2109375,249135.359375,250597.28125,31051.580078125,54228.15625,57197.91796875,"hypothetical protein, conserved"
1825,Tb927.11.13570:mRNA-p1,306325.84375,353591.65625,269378.0625,292539.71875,106811.2109375,271702.71875,"hypothetical protein, conserved"
1826,Tb927.11.13580:mRNA-p1,552296,432078.75,491652.875,24008.556640625,25073.62109375,73321.3671875,ubiquinone biosynthesis protein-like protein
1827,Tb927.11.13590:mRNA-p1,112788.171875,195250.40625,111203.7578125,Filtered,37619.5,87060.125,"hypothetical protein, conserved"
1828,Tb927.11.1360:mRNA-p1,183604.21875,202769.40625,197381.984375,1378573,1358248.125,1462284.25,"zinc-finger of a C2HC-type, putative"
1829,Tb927.11.13600:mRNA-p1,14656.08203125,10609.236328125,28706.67578125,65117.5078125,60832.18359375,53355.55859375,"DnaJ domain containing protein, putative"
1830,Tb927.11.13610:mRNA-p1,890032.4375,762991.0625,564272.8125,123589.09375,108013.7109375,104672.4296875,"rhodanese-like domain containing protein, putative"
1831,Tb927.11.13640:mRNA-p1,36697.21484375,30371.025390625,32782.94140625,677352.75,633518.625,724568.125,J-binding protein
1832,Tb927.11.13660:mRNA-p1,202421.703125,130184.25,112219.96875,815383.625,745757.125,819546.25,"hypothetical protein, conserved"
1833,Tb927.11.13670:mRNA-p1,170043.09375,185109.125,147439.84375,1850380.875,1672317.875,1979473.5,"hypothetical protein, conserved"
1834,Tb927.11.13680:mRNA-p1,133645.21875,120925.5078125,126156.2890625,412963.90625,423079.9375,399602.34375,"hypothetical protein, conserved"
1835,Tb927.11.13690.1-p1,199940.34375,220870.34375,241980.3125,1812514.5,1522698.875,1663457.625,Radial spoke protein 11
1836,Tb927.11.1370:mRNA-p1,857848.625,864549.4375,839027.5625,78331.984375,26314.908203125,100390.6875,Dithiol glutaredoxin 1
1837,Tb927.11.13700:mRNA-p1,37640.6015625,41403.80078125,31836.900390625,125130.9296875,122043.140625,139856.421875,Basal body protein
1838,Tb927.11.13730:mRNA-p1,139755.578125,164737.578125,158585.296875,Filtered,Filtered,Filtered,ornithine decarboxylase
1839,Tb927.11.13750:mRNA-p1,5997259,5277871,5428723.5,2804675.5,928257.8125,1445370.75,Ras-related protein Rab4
1840,Tb927.11.13760:mRNA-p1,Filtered,18942.12109375,Filtered,428434.40625,501568.96875,509851.625,"hypothetical protein, conserved"
1841,Tb927.11.13770:mRNA-p1,276696.125,318155.6875,274316.5625,25429.435546875,40269.37109375,43536.8125,"LEM3 (ligand-effect modulator 3) family / CDC50 family, putative"
1842,Tb927.11.13780:mRNA-p1,3596555.75,3559786.5,3946372.75,132220.984375,119654.359375,186007.1875,profilin
1843,Tb927.11.1380:mRNA-p1,299306.03125,241898.671875,298508.8125,1082843,906116.625,963060,"Right handed beta helix region/Periplasmic copper-binding protein (NosD), putative"
1844,Tb927.11.13810:mRNA-p1,48325.9140625,50149.56640625,51629.578125,352023.5625,343375.96875,352406.46875,"ATP- dependent RNA helicase, putative"
1845,Tb927.11.13820:mRNA-p1,45353.6171875,46388.66796875,35206.6875,1013010.0625,857824.5,1008345.6875,"hypothetical protein, conserved"
1847,Tb927.11.13840:mRNA-p1,90542.859375,40200.97265625,69745.21875,422193.1875,439322.34375,443743.84375,"hypothetical protein, conserved"
1848,Tb927.11.13860:mRNA-p1,219971.59375,248199.328125,253084.59375,778296.5625,806773.75,722920.625,"hypothetical protein, conserved"
1849,Tb927.11.13870:mRNA-p1,764720,629477.5625,637587.3125,55324.17578125,16821.26171875,18334.546875,"uncharacterized protein, PH0010 family/AmmeMemoRadiSam system protein A, putative"
1850,Tb927.11.1390:mRNA-p1,71344.546875,67688.3125,70397.0390625,952068.9375,1046566.875,1002672.0625,"class I transcription factor A, subunit 1"
1851,Tb927.11.13900:mRNA-p1,43669.78125,30952.515625,34523.29296875,536420.6875,581784.375,581472.875,Centrin-5
1852,Tb927.11.13910:mRNA-p1,122798.6171875,107921.984375,108724.25,Filtered,3320.8935546875,26572.4140625,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit, putative"
1853,Tb927.11.13920:mRNA-p1,853565,839755.6875,804799.625,111979.296875,115327.2890625,112044.2109375,"kinesin-II 85 Kd subunit, putative"
1854,Tb927.11.13930:mRNA-p1,61719.06640625,11105.2109375,Filtered,681004.625,699828.625,841963.75,"U3 small nucleolar ribonucleoprotein protein IMP3, putative"
1855,Tb927.11.13940:mRNA-p1,145987.8125,125212.4453125,152929.90625,123185.4765625,14933.5615234375,Filtered,"ubiquitin-conjugating enzyme E2, putative"
1856,Tb927.11.13960:mRNA-p1,696022.4375,634675.375,575434.375,286190.5625,279191,264462.53125,U6 snRNA-associated Sm-like protein LSm4p
1857,Tb927.11.13970:mRNA-p1,797983.25,780501.5,886569.6875,210316.890625,157199.09375,142486.71875,"Pab1p-dependent poly(A) ribonuclease subunit, putative"
1858,Tb927.11.13980:mRNA-p1,101904.15625,126004.5625,138440.953125,67705.875,82430.953125,74770.03125,Outer row dynein-assembly protein 7
1860,Tb927.11.1400:mRNA-p1,258320.21875,239590.90625,276639.90625,136159.75,191563.625,165316.984375,"hypothetical protein, conserved"
1861,Tb927.11.14020:mRNA-p1,7329305.5,8919799,9403463,19510160,20767948,20133494,nuclear RNA binding domain 2
1863,Tb927.11.14050:mRNA-p1,111514.6796875,130284.9765625,129322.890625,36644.66015625,38685.18359375,52927.546875,"hypothetical protein, conserved"
1864,Tb927.11.14070:mRNA-p1,32376.255859375,40427.1953125,48473.66015625,63487.00390625,5189.2919921875,6346.7626953125,Repressor of differentiation kinase 1
1865,Tb927.11.14080:mRNA-p1,138569.4375,82284.484375,78139.265625,24354.4140625,21403.30078125,5098.15283203125,cyclin 2
1866,Tb927.11.14090:mRNA-p1,17782230,16997006,15675822,7486535,7320216,6634064,Double RNA binding domain protein 18
1867,Tb927.11.1410:mRNA-p1,127931.4609375,107430.0703125,120928.78125,884977.9375,934416.5625,893205,"class I transcription factor A, subunit 3"
1868,Tb927.11.14100:mRNA-p1,4691640,4922306,4498233.5,1426107.875,1124134.25,1071308.25,Double RNA-binding domain containing protein 4
1869,Tb927.11.14110:mRNA-p1,122470.703125,98157.0546875,93898.328125,63943.40234375,51560.125,43113.4765625,TFIIH basal transcription factor subunit
1870,Tb927.11.14120:mRNA-p1,1424495.125,1354063,1341730,121885.015625,187545.390625,78776.1640625,"phenylalanyl-tRNA synthetase alpha chain, putative"
1871,Tb927.11.14140:mRNA-p1,1216250.625,1191352.375,1153104.75,239611.0625,160837.96875,171673.40625,ethanolamine-phosphate cytidylyltransferase
1872,Tb927.11.14150:mRNA-p1,91625.59375,100941.9453125,82695.2109375,91813.25,88126.046875,85948.4140625,"pre-mRNA splicing factor, putative"
1873,Tb927.11.14160:mRNA-p1,517014.875,501543.21875,512636.6875,309586.0625,289267.8125,324866.9375,"Alpha/beta hydrolase family, putative"
1874,Tb927.11.14165:mRNA-p1,173769.640625,437545.8125,406288.5,Filtered,Filtered,Filtered,hypothetical protein
1875,Tb927.11.14170:mRNA-p1,217693.390625,170734.03125,162757.078125,109835.8359375,89917.0859375,112422.84375,"hypothetical protein, conserved"
1877,Tb927.11.14190:mRNA-p1,4358159,4304877,4160165.25,1239363.25,1496650.25,1190646.5,"Staphylococcal nuclease homologue/Tudor domain containing protein, putative"
1878,Tb927.11.1420:mRNA-p1,1646556.5,1637398.375,1591745.875,3727709.75,3936184.25,3832699.5,"hypothetical protein, conserved"
1879,Tb927.11.14200:mRNA-p1,1692298.75,1597899.75,1598080.25,67255.109375,67366.65625,73444.8515625,ubiquitin-conjugating enzyme CDC34
1880,Tb927.11.14210:mRNA-p1,155402.953125,140104.734375,178625.796875,1463192.875,1480891.25,1383358.125,conserved protein
1881,Tb927.11.14220:mRNA-p1,1555372,1600795.5,1568956.125,104873.421875,59254.953125,78768.5859375,Regulator of ESAG9-1
1882,Tb927.11.14230:mRNA-p1,659781.125,624567,570936.125,100487.6015625,81817.671875,431344.8125,"Vps23 core domain containing protein, putative"
1883,Tb927.11.14250:mRNA-p1,8399071,7741072.5,8000120,462210.40625,484075.28125,524927.5625,"T-complex protein 1, epsilon subunit, putative"
1885,Tb927.11.14270:mRNA-p1,Filtered,38464.1015625,50474.48046875,91028.0703125,95023.1640625,160274.015625,"STE group serine/threonine-protein kinase, putative"
1886,Tb927.11.14280:mRNA-p1,962522.875,527259.875,1009780.6875,228431.046875,40930.76953125,Filtered,"septum formation protein MAF homologue, putative"
1887,Tb927.11.14290:mRNA-p1,700305.5625,801403,724722,31719.576171875,22834.3828125,25701.90625,"vacuolar sorting protein, putative"
1888,Tb927.11.1430:mRNA-p1,676741.8125,682472.9375,655760.375,16407341,17049776,16439409,Component of motile flagella 2
1889,Tb927.11.14300:mRNA-p1,534986.1875,605639.25,691824.1875,2924525,3100617.25,3041163.25,"Dynein intermediate chain, axonemal"
1890,Tb927.11.14310:mRNA-p1,780565.875,736090.75,679087.0625,237242.9375,240120.359375,207478.625,small nuclear ribonucleoprotein Sm-G
1891,Tb927.11.14330:mRNA-p1,910368.75,976816.75,942329.9375,78848.5625,87640.1875,81281.1484375,"HECT-domain (ubiquitin-transferase), putative"
1892,Tb927.11.14340:mRNA-p1,893727.375,891617.1875,861372,595532.75,576465.25,660032.9375,exportin 1
1893,Tb927.11.14360:mRNA-p1,700336.5625,615815.5,675435.5,190065.75,195144.75,194354.96875,mitochondrial carrier protein
1894,Tb927.11.14370:mRNA-p1,Filtered,Filtered,42024.1015625,98118.5625,107966.3828125,106602.9296875,Microtubule-associated protein 103 kDa
1895,Tb927.11.14380:mRNA-p1,283438.9375,271700.8125,301258.5,129572.9296875,145404.734375,124577.140625,kinetoplast polyadenylation/uridylation factor 2
1896,Tb927.11.14390:mRNA-p1,345967.875,335593.625,303103.75,47137.65234375,18655.232421875,28481.8046875,"hypothetical protein, conserved"
1897,Tb927.11.1440:mRNA-p1,570454.375,566010.4375,540153.875,27055.80859375,27149.818359375,19034.015625,"hypothetical protein, conserved"
1898,Tb927.11.14410:mRNA-p1,38535.390625,47333.38671875,22301.66796875,576195.8125,660127.5,654846.0625,"Ankyrin repeats (3 copies), putative"
1899,Tb927.11.14430:mRNA-p1,4213828,3566175,3324648.75,631255,668091.25,658747.5625,proteasome regulatory non-ATP-ase subunit
1900,Tb927.11.14440:mRNA-p1,39747.0390625,88478.546875,173649.109375,723177.625,784957,769148.5625,"Pentatricopeptide repeat protein (PPR), putative"
1901,Tb927.11.14450:mRNA-p1,145756.625,57024.18359375,43531.4375,595633,716788.375,725005.625,"hypothetical protein, conserved"
1902,Tb927.11.14460:mRNA-p1,719821.375,754347.875,682098.6875,20605.798828125,9219.5478515625,110208.6796875,"ADP-ribosylation factor GTPase activating protein 1, putative"
1903,Tb927.11.14470:mRNA-p1,99547.8125,122050.25,134281.75,27973.083984375,25898.9921875,45712.26953125,Bardet-Biedl syndrome 9 protein
1905,Tb927.11.14490:mRNA-p1,921372.25,821465.375,211043.015625,2566135.25,2624511.25,2515433,"RNA polymerase subunit, putative"
1906,Tb927.11.1450:mRNA-p1,2779593.25,2165597.75,2246684,320581.875,312340.875,301785.25,"2-oxoglutarate dehydrogenase E1 component, putative"
1907,Tb927.11.14520:mRNA-p1,105567.03125,91962.453125,110408.609375,11810.884765625,13696.62109375,105314.0234375,Polypeptide deformylase 1
1908,Tb927.11.14540:mRNA-p1,29694.166015625,Filtered,44506.73046875,654799.5,644258.5625,638178.5,"hypothetical protein, conserved"
1909,Tb927.11.14560:mRNA-p1,522153.1875,574723.25,582238.8125,1717284.5,1774897.5,1524597.5,"Cleavage and polyadenylation specificity factor CPSF160, putative"
1910,Tb927.11.14570:mRNA-p1,97673.1953125,96642.34375,57607.3828125,14485.44921875,Filtered,Filtered,"LicD family, putative"
1911,Tb927.11.14580:mRNA-p1,199857.859375,178205.90625,185557.78125,64896.08203125,9156.2490234375,Filtered,Bifunctional Monophosphate RNA Kinase/RNA guanylyltransferase
1912,Tb927.11.14590:mRNA-p1,1256030.75,1195660.75,1259808.625,92531.7265625,118192.984375,104941.625,G5-interacting protein
1913,Tb927.11.1460:mRNA-p1,42759.6640625,41351.37109375,48197.83984375,449662.125,Filtered,1381.5926513671875,"phosphatidylinositol (3,5) kinase, putative"
1914,Tb927.11.14600:mRNA-p1,417662.03125,396301.9375,411615.9375,119577.078125,139870.328125,141227.859375,"procyclin-associated gene 2-like protein, putative"
1915,Tb927.11.14610:mRNA-p1,604788.0625,598985.375,524251.0625,78419.1015625,128673.6484375,111205.8046875,"procyclin-associated gene 4 (PAG4) protein, putative"
1916,Tb927.11.14620:mRNA-p1,8169805.5,9925963,10475158,322981.125,308986.8125,349457,"expression site-associated gene 2 (ESAG2) protein, putative"
1917,Tb927.11.14650:mRNA-p1,298075.5625,237858.5625,Filtered,285733.625,359617.5625,301738.75,SUMO-interacting motif-containing protein
1918,Tb927.11.14680:mRNA-p1,279623.25,294915.03125,277036.5,46265.76171875,51652.0546875,57029.51953125,"phosphatidylinositol 3-related kinase, putative"
1919,Tb927.11.14690:mRNA-p1,89825.3046875,105699.0234375,142219.9375,118170.328125,168406.140625,350401.15625,"Microtubule-binding protein MIP-T3, putative"
1920,Tb927.11.1470:mRNA-p1,38612.078125,42675.10546875,35481.44140625,1,Filtered,Filtered,65 kDa invariant surface glycoprotein-like protein
1921,Tb927.11.14710:mRNA-p1,9516.07421875,6140.9775390625,5657.26025390625,107175.4140625,136000.3125,131135.046875,"rRNA processing, putative"
1922,Tb927.11.14730:mRNA-p1,2444281.25,843856.9375,678811.3125,221549.5625,190961.3125,199300.796875,"Metalloprotease M41 FtsH, putative"
1923,Tb927.11.14740:mRNA-p1,96036.84375,127617.265625,110459.7109375,Filtered,Filtered,Filtered,"YqaJ-like viral recombinase domain containing protein, putative"
1924,Tb927.11.14750:mRNA-p1,796301.0625,940062.3125,889019.0625,1277651,1433387.5,1249534.125,"PSP1 C-terminal conserved region, putative"
1925,Tb927.11.14760:mRNA-p1,229951.109375,223503.8125,203656,28492.00390625,18084.974609375,45226.69921875,"Clustered mitochondria/Translation initiation factor eIF3 subunit 135, putative"
1926,Tb927.11.14770:mRNA-p1,173866.171875,138726.890625,121446.2890625,27068.3359375,24407.5703125,34444.9453125,"hypothetical protein, conserved"
1927,Tb927.11.14780:mRNA-p1,791322.625,839432,847204.4375,108823.078125,121748.0234375,84745.6171875,phosphomannose isomerase
1928,Tb927.11.1480:mRNA-p1,105527.234375,103881.1875,104908.2265625,524303.625,427232,504808.4375,"receptor-type adenylate cyclase GRESAG 4, putative"
1929,Tb927.11.14800:mRNA-p1,Filtered,Filtered,17532.763671875,240761.0625,245825.40625,216975.15625,"hypothetical protein, conserved"
1931,Tb927.11.14820:mRNA-p1,7583.88525390625,19174.005859375,19576.607421875,Filtered,Filtered,Filtered,"hypothetical protein, conserved"
1932,Tb927.11.14830:mRNA-p1,120598.7578125,136195.0625,119609.234375,51416.27734375,9781.7177734375,6615.97021484375,"hypothetical protein, conserved"
1935,Tb927.11.14870:mRNA-p1,2516635,2094560.5,2983247,865220,322686.84375,76362.5,"NAD+ synthase, putative"
1936,Tb927.11.14880:mRNA-p1,343723.46875,279262.0625,270323.3125,5745674,5981984,5287908,"Paraflagellar Rod Proteome Component 9, putative"
1937,Tb927.11.14890:mRNA-p1,289440.34375,285506.59375,274664.4375,70380.1953125,70277.34375,65199.765625,"DNA polymerase alpha/epsilon subunit B, putative"
1938,Tb927.11.14900:mRNA-p1,2046067.125,1966237,1895203.75,108338.9453125,117011.8125,126687.859375,coatomer subunit epsilon
1939,Tb927.11.14910:mRNA-p1,512012.8125,524220.625,550668.625,114440.078125,105925.78125,97189.7109375,"protein phosphatase 2C, putative"
1940,Tb927.11.14920:mRNA-p1,788179.1875,795822.1875,988685.875,407193.75,341073.625,305890.78125,"hypothetical protein, conserved"
1942,Tb927.11.14950:mRNA-p1,1863262.25,2130608.75,2205087.25,4441814,4512064,4353387,zinc finger protein 2
1943,Tb927.11.14960:mRNA-p1,190058.203125,244106.5625,276488.40625,1437679.25,1390121.125,1561161,"pumilio/PUF RNA binding protein 7, putative"
1944,Tb927.11.14970:mRNA-p1,404763.5,127732.8125,280314.4375,2110916.75,2297012,2061588.25,"hypothetical protein, conserved"
1945,Tb927.11.14980:mRNA-p1,200084.90625,191174.640625,225249.59375,22536.8125,26495.81640625,37767.48046875,mitochondrial ribosomal protein L38
1946,Tb927.11.14990:mRNA-p1,339127.78125,368112.34375,432659.09375,Filtered,Filtered,46832.56640625,"hypothetical protein, conserved"
1947,Tb927.11.15000:mRNA-p1,190926.46875,168457.078125,127508.921875,1438541.875,1466429,1347018.75,survival of motor neuron (SMN)-like protein
1948,Tb927.11.15020:mRNA-p1,3021198.25,3952658.25,2369604,219737.390625,128007.3046875,145782.1875,iron superoxide dismutase
1949,Tb927.11.15030:mRNA-p1,784929.875,708909.75,675190.625,174053.4375,149852.03125,187754.984375,small GTPase
1950,Tb927.11.15040:mRNA-p1,492674.5625,492518.65625,549379.75,8770431,8610159,8845648,"Chaperonin HSP60, mitochondrial"
1951,Tb927.11.15050:mRNA-p1,138082.109375,124598.015625,137526.6875,18362.259765625,45289.171875,27662.16015625,"Cation efflux family, putative"
1952,Tb927.11.15070:mRNA-p1,126185.9296875,138882.6875,152027.40625,378411.46875,374292.8125,346008.625,Basal body protein
1954,Tb927.11.15090:mRNA-p1,11728.9755859375,9239.505859375,Filtered,201482.71875,198929.46875,201202.046875,"hypothetical protein, conserved"
1955,Tb927.11.15100:mRNA-p1,202870.203125,587501.6875,787921.5625,15225880,15117257,15554279,Tb5.20
1956,Tb927.11.15120:mRNA-p1,20611.5703125,84783.3828125,25041.171875,596259.75,553442.125,550220.625,"hypothetical protein, conserved"
1957,Tb927.11.15130:mRNA-p1,851370.0625,741090.5625,692147.5625,5332626.5,5433338.5,5349651.5,"DnaJ homolog, putative"
1958,Tb927.11.15140:mRNA-p1,161287.09375,160130.5,166623.3125,12369836,11787024,11619667,"bilobe region protein, putative"
1959,Tb927.11.15150:mRNA-p1,1571137.875,1551256.875,1580072,206184.921875,17111006,291886.625,"1-acyl-sn-glycerol-3-phosphate acyltransferase, putative"
1961,Tb927.11.15180:mRNA-p1,152662.53125,173678.96875,177696.8125,385314.78125,349701.15625,332625.0625,"hypothetical protein, conserved"
1962,Tb927.11.15190:mRNA-p1,3079.169921875,3435.595458984375,2006.452392578125,156173.109375,160253.21875,154217.53125,"Domain of unknown function (DUF4200), putative"
1964,Tb927.11.15210:mRNA-p1,926664.375,864762.6875,918029.8125,191071.734375,267586.78125,128376.8125,"TLR4 regulator and MIR-interacting MSAP, putative"
1965,Tb927.11.15220:mRNA-p1,353501.4375,333860.1875,339522.59375,1859991.75,1724911.875,1887092.5,"hypothetical protein, conserved"
1966,Tb927.11.15230:mRNA-p1,2561820.5,2290993.5,2451154.5,3592201.25,3209252,3206920.75,"cytosolic coat protein, putative"
1967,Tb927.11.15240:mRNA-p1,870642.5,801236.625,965547.6875,75049.2734375,56361.82421875,129359.375,"Ras-related protein RAB2B, putative"
1968,Tb927.11.15250:mRNA-p1,63171.734375,9370.1943359375,61428.33203125,264718.875,269727.625,245002.640625,"hypothetical protein, conserved"
1969,Tb927.11.15270:mRNA-p1,1244881.25,1025028.1875,626606.625,376009.4375,419795.1875,438307.65625,"phosphopantetheine adenylyltransferase, putative"
1971,Tb927.11.15310:mRNA-p1,61158.9453125,51380.21875,82077.375,473001.625,517307.28125,504619,"hypothetical protein, conserved"
1972,Tb927.11.15350:mRNA-p1,359847.1875,354221.28125,324521.90625,62844.12109375,71017.578125,38493.3125,"RNA-binding protein, putative"
1973,Tb927.11.15370:mRNA-p1,5406631,5373430.5,5210100,903554,1011976.5,891951.625,"Importin subunit beta-4, putative"
1974,Tb927.11.15375:mRNA-p1,34585.8515625,37375.30859375,16013.60546875,255393.703125,273872.46875,273960.28125,hypothetical protein
1975,Tb927.11.1540:mRNA-p1,197680.390625,199364.15625,175614.46875,54891.60546875,36845.2578125,47201.2109375,isovaleryl-CoA dehydrogenase
1976,Tb927.11.15400:mRNA-p1,272613.71875,267298.09375,206811.578125,114231.8515625,163770.1875,150639.609375,"synaptobrevin, putative"
1977,Tb927.11.15420:mRNA-p1,2030675.25,1981544.25,2009593.125,262352.40625,249432.125,257384.390625,eukaryotic translation initiation factor 3 subunit k
1978,Tb927.11.15430:mRNA-p1,512848.65625,544517.0625,550917.4375,264467.46875,286729.21875,285865.6875,"U5 small nuclear ribonucleoprotein component, putative"
1979,Tb927.11.15440:mRNA-p1,59077.984375,76581.5234375,47818.28125,59354.5625,54947.703125,57771.07421875,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex subunit, putative"
1980,Tb927.11.15450:mRNA-p1,103496.515625,119542.3984375,112691.8984375,127606.90625,125631.015625,163415.796875,Basal body protein
1981,Tb927.11.15460:mRNA-p1,91484.3359375,78761.265625,37642.2421875,954818.625,1048225.5,1011949.1875,"ATP-dependent DEAD/H RNA helicase, putative"
1982,Tb927.11.15480:mRNA-p1,2899112.25,3073357.5,2831955,173799.40625,283556.1875,128074.2890625,"heat shock protein Hsp20, putative"
1983,Tb927.11.15490:mRNA-p1,87610.34375,60057.171875,59420.63671875,35709.56640625,11359.779296875,33693.8671875,"Tb-291 membrane associated protein, putative"
1984,Tb927.11.1550:mRNA-p1,63185.30078125,87396.765625,75606.125,168509.84375,108785.8671875,103550.9140625,"XRN 5'-3' exonuclease N-terminus, putative"
1985,Tb927.11.15520:mRNA-p1,140797.875,136443.609375,132826.90625,239818.75,277637.125,245390.03125,"hypothetical protein, conserved"
1986,Tb927.11.15560:mRNA-p1,510316.5625,484650.3125,528182.875,746161.5,890657.25,872393.75,Nucleoporin NUP53a
1987,Tb927.11.15580:mRNA-p1,397024.875,407028.09375,428790.03125,136952.28125,134767.96875,102858.421875,TFIIF-like transcription factor subunit 2
1988,Tb927.11.1560:mRNA-p1,2647820.75,2793792,2841546.5,65402.31640625,62206.5859375,61426.46484375,"1,2-Dihydroxy-3-keto-5-methylthiopentene dioxygenase, putative"
1989,Tb927.11.15610:mRNA-p1,1176062.375,1163689.375,1198951.5,2041411.5,2001783.75,2102639.5,"hypothetical protein, conserved"
1990,Tb927.11.15630:mRNA-p1,289247.21875,365293.15625,289323.3125,86886.125,89540.015625,62762.19921875,"NOL1/NOP2/sun family, putative"
1991,Tb927.11.15640:mRNA-p1,1163216.75,1108906.25,1002139.125,137081.25,117666,128774.953125,mitochondrial RNA binding complex 1 subunit
1992,Tb927.11.15650:mRNA-p1,223676.40625,172129.09375,197511.1875,31531.765625,29762.369140625,27506.060546875,terminal uridylyltransferase 4
1994,Tb927.11.15680:mRNA-p1,3475799.75,3302591.5,3326384.25,130064.4921875,107202.171875,142089.1875,"hypothetical protein, conserved"
1995,Tb927.11.15690:mRNA-p1,182840.59375,193382.25,194530.53125,25181.05078125,26973.32421875,29958.375,"U5 snRNP-associated 102 kDa protein, putative"
1996,Tb927.11.15710:mRNA-p1,23699.611328125,20843.59765625,27569.29296875,1124.506103515625,629.12646484375,672.3504028320312,mediator of rna polymerase ii transcription subunit 1
1997,Tb927.11.15730:mRNA-p1,191153.5,167646.328125,124822.71875,1418396.125,1464070.75,1372540,"cyclic nucleotide-binding domain containing protein, putative"
1998,Tb927.11.15740:mRNA-p1,52923.25390625,59183.3515625,24816.9140625,538649,345734.8125,302577.4375,"hypothetical protein, conserved"
1999,Tb927.11.15750:mRNA-p1,566727,557518.875,602590.125,1106175.125,1009716.1875,1002605.4375,"AMP deaminase, putative"
2000,Tb927.11.15760:mRNA-p1,1792801.5,1769982.375,1852317.75,209129.203125,191606.390625,215968.125,GPI transamidase subunit Tta1
2001,Tb927.11.15770:mRNA-p1,165417.53125,170353.546875,174467.328125,Filtered,Filtered,Filtered,"hypothetical protein, conserved"
2002,Tb927.11.15790:mRNA-p1,10535.4482421875,9981.59375,24234.20703125,78978.265625,74788.703125,80869.984375,"hypothetical protein, conserved"
2003,Tb927.11.15800:mRNA-p1,271091.78125,274704.9375,255086.265625,1443748.125,1330155.25,1509572.125,Cytokinesis initiation factor 1
2004,Tb927.11.15830:mRNA-p1,151712.859375,156061.0625,148911.8125,796045.75,453558.28125,457297.65625,"RNA methyltransferase, putative"
2005,Tb927.11.15840:mRNA-p1;Tb927.11.15860:mRNA-p1,672161.25,728108.375,639161.1875,161371.78125,51717.9453125,56652.04296875,"L-Lysine transport protein, putative"
2006,Tb927.11.15850:mRNA-p1,268234.4375,312585.0625,310628.09375,272393.46875,279694.15625,259411.40625,kinteoplast poly(A) polymerase complex 1 subunit
2007,Tb927.11.15870:mRNA-p1,1832132.125,1810745.25,2096343.875,1131774.375,1168800.875,1076751.5,"hypothetical protein, conserved"
2008,Tb927.11.15880:mRNA-p1;Tb927.11.15900:mRNA-p1,3021481,3822963.5,3309966.5,14579686,14272534,12911312,"60S ribosomal protein L27, putative"
